openelections_file_name,date,state,type
20141104__or__general__lincoln__precinct.csv,20141104,or,general
20141104__or__general__linn__precinct.csv,20141104,or,general
20141104__or__general__malheur__precinct.csv,20141104,or,general
20141104__or__general__marion__precinct.csv,20141104,or,general
20141104__or__general__morrow__precinct.csv,20141104,or,general
20141104__or__general__multnomah__precinct.csv,20141104,or,general
20141104__or__general__polk__precinct.csv,20141104,or,general
20141104__or__general__senate.csv,20141104,or,general
20141104__or__general__sherman__precinct.csv,20141104,or,general
20141104__or__general__state_house.csv,20141104,or,general
20141104__or__general__state_senate.csv,20141104,or,general
20141104__or__general__tillamook__precinct.csv,20141104,or,general
20141104__or__general__umatilla__precinct.csv,20141104,or,general
20141104__or__general__union__precinct.csv,20141104,or,general
20141104__or__general__wallowa__precinct.csv,20141104,or,general
20141104__or__general__wasco__precinct.csv,20141104,or,general
20141104__or__general__washington__precinct.csv,20141104,or,general
20141104__or__general__wheeler__precinct.csv,20141104,or,general
20141104__or__general__yamhill__precinct.csv,20141104,or,general
20160517__or__primary__baker__precinct.csv,20160517,or,primary
20160517__or__primary__benton__precinct.csv,20160517,or,primary
20160517__or__primary__clackamas__precinct.csv,20160517,or,primary
20160517__or__primary__clatsop__precinct.csv,20160517,or,primary
20160517__or__primary__columbia__precinct.csv,20160517,or,primary
20160517__or__primary__coos__precinct.csv,20160517,or,primary
20160517__or__primary__crook__precinct.csv,20160517,or,primary
20160517__or__primary__curry__precinct.csv,20160517,or,primary
20160517__or__primary__deschutes__precinct.csv,20160517,or,primary
20160517__or__primary__douglas__precinct.csv,20160517,or,primary
20160517__or__primary__gilliam__precinct.csv,20160517,or,primary
20160517__or__primary__grant__precinct.csv,20160517,or,primary
20160517__or__primary__harney__precinct.csv,20160517,or,primary
20160517__or__primary__hood_river__precinct.csv,20160517,or,primary
20160517__or__primary__jackson__precinct.csv,20160517,or,primary
20160517__or__primary__jefferson__precinct.csv,20160517,or,primary
20160517__or__primary__josephine__precinct.csv,20160517,or,primary
20160517__or__primary__klamath__precinct.csv,20160517,or,primary
20160517__or__primary__lane__precinct.csv,20160517,or,primary
20160517__or__primary__lincoln__precinct.csv,20160517,or,primary
20160517__or__primary__linn__precinct.csv,20160517,or,primary
20160517__or__primary__malheur__precinct.csv,20160517,or,primary
20160517__or__primary__marion__precinct.csv,20160517,or,primary
20160517__or__primary__morrow__precinct.csv,20160517,or,primary
20160517__or__primary__multnomah__precinct.csv,20160517,or,primary
20160517__or__primary__polk__precinct.csv,20160517,or,primary
20160517__or__primary__sherman__precinct.csv,20160517,or,primary
20160517__or__primary__tillamook__precinct.csv,20160517,or,primary
20160517__or__primary__umatilla__precinct.csv,20160517,or,primary
20160517__or__primary__union__precinct.csv,20160517,or,primary
20160517__or__primary__wallowa__precinct.csv,20160517,or,primary
20160517__or__primary__wasco__precinct.csv,20160517,or,primary
20160517__or__primary__washington__precinct.csv,20160517,or,primary
20160517__or__primary__wheeler__precinct.csv,20160517,or,primary
20160517__or__primary__yamhill__precinct.csv,20160517,or,primary
20161108__or__general.csv,20161108,or,general.csv
20161108__or__general__baker__precinct.csv,20161108,or,general
20161108__or__general__benton__precinct.csv,20161108,or,general
20161108__or__general__clackamas__precinct.csv,20161108,or,general
20161108__or__general__clatsop__precinct.csv,20161108,or,general
20161108__or__general__columbia__precinct.csv,20161108,or,general
20161108__or__general__coos__precinct.csv,20161108,or,general
20161108__or__general__crook__precinct.csv,20161108,or,general
20161108__or__general__curry__precinct.csv,20161108,or,general
20161108__or__general__deschutes__precinct.csv,20161108,or,general
20161108__or__general__douglas__precinct.csv,20161108,or,general
20161108__or__general__gilliam__precinct.csv,20161108,or,general
20161108__or__general__grant__precinct.csv,20161108,or,general
20161108__or__general__harney__precinct.csv,20161108,or,general
20161108__or__general__hood_river__precinct.csv,20161108,or,general
20161108__or__general__jackson__precinct.csv,20161108,or,general
20161108__or__general__jefferson__precinct.csv,20161108,or,general
20161108__or__general__josephine__precinct.csv,20161108,or,general
20161108__or__general__klamath__precinct.csv,20161108,or,general
20161108__or__general__lake__precinct.csv,20161108,or,general
20161108__or__general__lane__precinct.csv,20161108,or,general
20161108__or__general__lincoln__precinct.csv,20161108,or,general
20161108__or__general__linn__precinct.csv,20161108,or,general
20161108__or__general__malheur__precinct.csv,20161108,or,general
20161108__or__general__marion__precinct.csv,20161108,or,general
20161108__or__general__morrow__precinct.csv,20161108,or,general
20161108__or__general__multnomah__precinct.csv,20161108,or,general
20161108__or__general__polk__precinct.csv,20161108,or,general
20161108__or__general__sherman__precinct.csv,20161108,or,general
20161108__or__general__umatilla__precinct.csv,20161108,or,general
20161108__or__general__union__precinct.csv,20161108,or,general
20161108__or__general__wallowa__precinct.csv,20161108,or,general
20161108__or__general__wasco__precinct.csv,20161108,or,general
20161108__or__general__washington__precinct.csv,20161108,or,general
20161108__or__general__wheeler__precinct.csv,20161108,or,general
20161108__or__general__yamhill__precinct.csv,20161108,or,general
20000201__nh__democratic__primary__president__precinct.csv,20000201,nh,democratic
20000912__nh__democratic__primary__governor__precinct.csv,20000912,nh,democratic
20121106__nh__general__executive__council__town.csv,20121106,nh,general
20121106__nh__general__governor__town.csv,20121106,nh,general
20121106__nh__general__house__1__town.csv,20121106,nh,general
20121106__nh__general__house__2__town.csv,20121106,nh,general
20121106__nh__general__president__town.csv,20121106,nh,general
20121106__nh__general__state__house__town.csv,20121106,nh,general
20121106__nh__general__state__senate__town.csv,20121106,nh,general
20121106__nh__general__town.csv,20121106,nh,general
20020813__co__primary.csv,20020813,co,primary.csv
20021105__co__general.csv,20021105,co,general.csv
20040810__co__primary.csv,20040810,co,primary.csv
20041106__co__general__precinct.csv,20041106,co,general
20060806__co__primary.csv,20060806,co,primary.csv
20061107__co__general__precinct.csv,20061107,co,general
20080812__co__primary.csv,20080812,co,primary.csv
20081104__co__general__boulder__precinct.csv,20081104,co,general
20081104__co__general__dolores__precinct.csv,20081104,co,general
20081104__co__general__precinct.csv,20081104,co,general
20100810__co__primary.csv,20100810,co,primary.csv
20100810__co__primary__dolores__precinct.csv,20100810,co,primary
20101102__co__general__boulder__precinct.csv,20101102,co,general
20101102__co__general__precinct.csv,20101102,co,general
20120612__co__primary__dolores__precinct.csv,20120612,co,primary
20120612__co__primary__douglas__precinct.csv,20120612,co,primary
20120626__co__primary.csv,20120626,co,primary.csv
20121106__co__general__alamosa__precinct.csv,20121106,co,general
20121106__co__general__archuleta__precinct.csv,20121106,co,general
20121106__co__general__boulder__precinct.csv,20121106,co,general
20121106__co__general__cheyenne__precinct.csv,20121106,co,general
20121106__co__general__clear_creek__precinct.csv,20121106,co,general
20121106__co__general__delta__precinct.csv,20121106,co,general
20121106__co__general__denver__precinct.csv,20121106,co,general
20121106__co__general__dolores__precinct.csv,20121106,co,general
20121106__co__general__eagle__precinct.csv,20121106,co,general
20121106__co__general__el_paso__precinct.csv,20121106,co,general
20121106__co__general__elbert__precinct.csv,20121106,co,general
20121106__co__general__garfield__precinct.csv,20121106,co,general
20121106__co__general__grand__precinct.csv,20121106,co,general
20121106__co__general__huerfano__precinct.csv,20121106,co,general
20121106__co__general__jackson__precinct.csv,20121106,co,general
20121106__co__general__jefferson__precinct.csv,20121106,co,general
20121106__co__general__kiowa__precinct.csv,20121106,co,general
20121106__co__general__laplata__precinct.csv,20121106,co,general
20121106__co__general__mesa__precinct.csv,20121106,co,general
20121106__co__general__moffat__precinct.csv,20121106,co,general
20121106__co__general__montrose__precinct.csv,20121106,co,general
20121106__co__general__morgan__precinct.csv,20121106,co,general
20121106__co__general__ouray__precinct.csv,20121106,co,general
20121106__co__general__pitkin__precinct.csv,20121106,co,general
20121106__co__general__pueblo__precinct.csv,20121106,co,general
20121106__co__general__rio_blanco__precinct.csv,20121106,co,general
20121106__co__general__routt__precinct.csv,20121106,co,general
20121106__co__general__saguache__precinct.csv,20121106,co,general
20121106__co__general__san_miguel__precinct.csv,20121106,co,general
20140624__co__primary.csv,20140624,co,primary.csv
20141104__co__general.csv,20141104,co,general.csv
20141104__co__general__boulder__precinct.csv,20141104,co,general
20141104__co__general__dolores__precinct.csv,20141104,co,general
20141104__co__general__precinct.csv,20141104,co,general
20141103__ct__general__stamford__precinct.csv,20141103,ct,general
20160426__ct__primary__president.csv,20160426,ct,primary
20160426__ct__primary__president__turnout.csv,20160426,ct,primary
20160809__ct__primary.csv,20160809,ct,primary.csv
20040518__or__primary__county__raw.csv,20040518,or,primary
20041102__or__general__county__raw.csv,20041102,or,general
20060516__or__primary__county__raw.csv,20060516,or,primary
20061107__or__general__county__raw.csv,20061107,or,general
20080520__or__primary__county__raw.csv,20080520,or,primary
20081104__or__general__county__raw.csv,20081104,or,general
20100518__or__primary__county__raw.csv,20100518,or,primary
20100518__or__primary__precinct__raw.csv,20100518,or,primary
20101102__or__general__county__raw.csv,20101102,or,general
20101102__or__general__precinct__raw.csv,20101102,or,general
20111108__or__primary__county__raw.csv,20111108,or,primary
20120131__or__general__county__raw.csv,20120131,or,general
20120515__or__primary__county__raw.csv,20120515,or,primary
20120515__or__primary__precinct__raw.csv,20120515,or,primary
20121106__or__general__county__raw.csv,20121106,or,general
20121106__or__general__precinct__raw.csv,20121106,or,general
20140520__or__primary__county__raw.csv,20140520,or,primary
20140520__or__primary__precinct__raw.csv,20140520,or,primary
20141104__or__general__county__raw.csv,20141104,or,general
20141104__or__general__precinct__raw.csv,20141104,or,general
20000222__az__primary__president.csv,20000222,az,primary
20000222__az__primary__president__congressional.csv,20000222,az,primary
20000912__az__primary.csv,20000912,az,primary.csv
20001107__az__general.csv,20001107,az,general.csv
20080205__az__primary__president__congressional.csv,20080205,az,primary
20020907__az__primary.csv,20020907,az,primary.csv
20021105__az__general.csv,20021105,az,general.csv
20040203__az__primary__president.csv,20040203,az,primary
20040203__az__primary__president__congressional.csv,20040203,az,primary
20040907__az__primary.csv,20040907,az,primary.csv
20041102__az__general.csv,20041102,az,general.csv
20060912__az__primary.csv,20060912,az,primary.csv
20061107__az__general.csv,20061107,az,general.csv
20080205__az__primary__president.csv,20080205,az,primary
20080902__az__primary.csv,20080902,az,primary.csv
20081104__az__general.csv,20081104,az,general.csv
20100824__az__primary.csv,20100824,az,primary.csv
20101102__az__general.csv,20101102,az,general.csv
20111108__az__recall__state_senate__18.csv,20111108,az,recall
20120228__az__primary__president.csv,20120228,az,primary
20120228__az__primary__president__congressional.csv,20120228,az,primary
20120417__az__special__primary__house__8.csv,20120417,az,special
20120612__az__special__general__house__8.csv,20120612,az,special
20120828__az__primary.csv,20120828,az,primary.csv
20121106__az__general.csv,20121106,az,general.csv
20140826__az__primary.csv,20140826,az,primary.csv
20140826__az__primary__apache__precinct.csv,20140826,az,primary
20140826__az__primary__coconino__precinct.csv,20140826,az,primary
20140826__az__primary__gila__precinct.csv,20140826,az,primary
20140826__az__primary__greenlee__precinct.csv,20140826,az,primary
20140826__az__primary__maricopa__precinct.csv,20140826,az,primary
20140826__az__primary__mohave__precinct.csv,20140826,az,primary
20140826__az__primary__navajo__precinct.csv,20140826,az,primary
20140826__az__primary__pima__precinct.csv,20140826,az,primary
20140826__az__primary__pinal__precinct.csv,20140826,az,primary
20140826__az__primary__yuma__precinct.csv,20140826,az,primary
20141104__az__general.csv,20141104,az,general.csv
20141104__az__general__apache__precinct.csv,20141104,az,general
20141104__az__general__coconino__precinct.csv,20141104,az,general
20141104__az__general__gila__precinct.csv,20141104,az,general
20141104__az__general__greenlee__precinct.csv,20141104,az,general
20141104__az__general__la_paz__precinct.csv,20141104,az,general
20141104__az__general__maricopa__precinct.csv,20141104,az,general
20141104__az__general__mohave__precinct.csv,20141104,az,general
20141104__az__general__navajo__precinct.csv,20141104,az,general
20141104__az__general__pima__precinct.csv,20141104,az,general
20141104__az__general__pinal__precinct.csv,20141104,az,general
20141104__az__general__santa_cruz__precinct.csv,20141104,az,general
20141104__az__general__yavapai__precinct.csv,20141104,az,general
20141104__az__general__yuma__precinct.csv,20141104,az,general
20160322__az__primary__president__apache__precinct.csv,20160322,az,primary
20160322__az__primary__president__cochise__precinct.csv,20160322,az,primary
20160322__az__primary__president__coconino__precinct.csv,20160322,az,primary
20160322__az__primary__president__gila__precinct.csv,20160322,az,primary
20160322__az__primary__president__greenlee__precinct.csv,20160322,az,primary
20160322__az__primary__president__la_paz__precinct.csv,20160322,az,primary
20160322__az__primary__president__maricopa__precinct.csv,20160322,az,primary
20160322__az__primary__president__mohave__precinct.csv,20160322,az,primary
20160322__az__primary__president__navajo.csv,20160322,az,primary
20160322__az__primary__president__pima__precinct.csv,20160322,az,primary
20160322__az__primary__president__pinal__precinct.csv,20160322,az,primary
20160322__az__primary__president__santa_cruz__precinct.csv,20160322,az,primary
20160322__az__primary__president__yavapai.csv,20160322,az,primary
20160322__az__primary__president__yuma__precinct.csv,20160322,az,primary
20160830__az__primary__apache__precinct.csv,20160830,az,primary
20160830__az__primary__cochise__precinct.csv,20160830,az,primary
20160830__az__primary__coconino__precinct.csv,20160830,az,primary
20160830__az__primary__gila__precinct.csv,20160830,az,primary
20160830__az__primary__graham__precinct.csv,20160830,az,primary
20160830__az__primary__greenlee__precinct.csv,20160830,az,primary
20160830__az__primary__la_paz__precinct.csv,20160830,az,primary
20160830__az__primary__maricopa__precinct.csv,20160830,az,primary
20160830__az__primary__mohave__precinct.csv,20160830,az,primary
20160830__az__primary__navajo__precinct.csv,20160830,az,primary
20160830__az__primary__pima__precinct.csv,20160830,az,primary
20160830__az__primary__pinal__precinct.csv,20160830,az,primary
20160830__az__primary__santa_cruz__precinct.csv,20160830,az,primary
20160830__az__primary__yavapai__precinct.csv,20160830,az,primary
20160830__az__primary__yuma__precinct.csv,20160830,az,primary
20161108__az__general__apache__precinct.csv,20161108,az,general
20161108__az__general__cochise__precinct.csv,20161108,az,general
20161108__az__general__coconino__precinct.csv,20161108,az,general
20161108__az__general__gila__precinct.csv,20161108,az,general
20161108__az__general__graham__precinct.csv,20161108,az,general
20161108__az__general__greenlee__precinct.csv,20161108,az,general
20161108__az__general__la_paz__precinct.csv,20161108,az,general
20161108__az__general__maricopa__precinct.csv,20161108,az,general
20161108__az__general__mohave__precinct.csv,20161108,az,general
20161108__az__general__navajo__precinct.csv,20161108,az,general
20161108__az__general__pima__precinct.csv,20161108,az,general
20161108__az__general__pinal__precinct.csv,20161108,az,general
20161108__az__general__santa_cruz__precinct.csv,20161108,az,general
20161108__az__general__yavapai__precinct.csv,20161108,az,general
20161108__az__general__yuma__precinct.csv,20161108,az,general
20021105__ca__general__attorney_general.csv,20021105,ca,general
20021105__ca__general__board_of_equalization.csv,20021105,ca,general
20021105__ca__general__controller.csv,20021105,ca,general
20021105__ca__general__governor.csv,20021105,ca,general
20021105__ca__general__house.csv,20021105,ca,general
20021105__ca__general__insurance_commissioner.csv,20021105,ca,general
20021105__ca__general__lieutenant_governor.csv,20021105,ca,general
20021105__ca__general__secretary_of_state.csv,20021105,ca,general
20021105__ca__general__state_assembly.csv,20021105,ca,general
20021105__ca__general__state_senate.csv,20021105,ca,general
20021105__ca__general__superintendent_of_public_instruction.csv,20021105,ca,general
20021105__ca__general__treasurer.csv,20021105,ca,general
20041102__ca__general__house.csv,20041102,ca,general
20041102__ca__general__president.csv,20041102,ca,general
20041102__ca__general__senate.csv,20041102,ca,general
20041102__ca__general__state_assembly.csv,20041102,ca,general
20041102__ca__general__state_senate.csv,20041102,ca,general
20061107__ca__general__attorney_general.csv,20061107,ca,general
20061107__ca__general__board_of_equalization.csv,20061107,ca,general
20061107__ca__general__controller.csv,20061107,ca,general
20061107__ca__general__governor.csv,20061107,ca,general
20061107__ca__general__house.csv,20061107,ca,general
20061107__ca__general__insurance_commissioner.csv,20061107,ca,general
20061107__ca__general__lieutenant_governor.csv,20061107,ca,general
20061107__ca__general__secretary_of_state.csv,20061107,ca,general
20061107__ca__general__senate.csv,20061107,ca,general
20061107__ca__general__state_assembly.csv,20061107,ca,general
20061107__ca__general__state_senate.csv,20061107,ca,general
20061107__ca__general__treasurer.csv,20061107,ca,general
20081104__ca__general__congress.csv,20081104,ca,general
20081104__ca__general__president.csv,20081104,ca,general
20081104__ca__general__state_assembly.csv,20081104,ca,general
20081104__ca__general__state_senate.csv,20081104,ca,general
20101102__ca__general.csv,20101102,ca,general.csv
20121106__ca__general.csv,20121106,ca,general.csv
20140603__ca__primary.csv,20140603,ca,primary.csv
20140603__ca__primary__alameda__precinct.csv,20140603,ca,primary
20140603__ca__primary__alpine__precinct.csv,20140603,ca,primary
20140603__ca__primary__amador__precinct.csv,20140603,ca,primary
20140603__ca__primary__butte__precinct.csv,20140603,ca,primary
20140603__ca__primary__calaveras__precinct.csv,20140603,ca,primary
20140603__ca__primary__colusa__precinct.csv,20140603,ca,primary
20140603__ca__primary__contra_costa__precinct.csv,20140603,ca,primary
20140603__ca__primary__del_norte__precinct.csv,20140603,ca,primary
20140603__ca__primary__el_dorado__precinct.csv,20140603,ca,primary
20140603__ca__primary__fresno__precinct.csv,20140603,ca,primary
20140603__ca__primary__glenn__precinct.csv,20140603,ca,primary
20140603__ca__primary__humboldt__precinct.csv,20140603,ca,primary
20140603__ca__primary__imperial__precinct.csv,20140603,ca,primary
20140603__ca__primary__inyo__precinct.csv,20140603,ca,primary
20140603__ca__primary__kern__precinct.csv,20140603,ca,primary
20140603__ca__primary__kings__precinct.csv,20140603,ca,primary
20140603__ca__primary__lake__precinct.csv,20140603,ca,primary
20140603__ca__primary__lassen__precinct.csv,20140603,ca,primary
20140603__ca__primary__los_angeles__precinct.csv,20140603,ca,primary
20140603__ca__primary__madera__precinct.csv,20140603,ca,primary
20140603__ca__primary__marin__precinct.csv,20140603,ca,primary
20140603__ca__primary__mariposa__precinct.csv,20140603,ca,primary
20140603__ca__primary__mendocino__precinct.csv,20140603,ca,primary
20140603__ca__primary__merced__precinct.csv,20140603,ca,primary
20140603__ca__primary__modoc__precinct.csv,20140603,ca,primary
20140603__ca__primary__mono__precinct.csv,20140603,ca,primary
20140603__ca__primary__monterey__precinct.csv,20140603,ca,primary
20140603__ca__primary__napa__precinct.csv,20140603,ca,primary
20140603__ca__primary__nevada__precinct.csv,20140603,ca,primary
20140603__ca__primary__orange__precinct.csv,20140603,ca,primary
20140603__ca__primary__placer__precinct.csv,20140603,ca,primary
20140603__ca__primary__plumas__precinct.csv,20140603,ca,primary
20140603__ca__primary__riverside__precinct.csv,20140603,ca,primary
20140603__ca__primary__sacramento__precinct.csv,20140603,ca,primary
20140603__ca__primary__san_benito__precinct.csv,20140603,ca,primary
20140603__ca__primary__san_bernardino__precinct.csv,20140603,ca,primary
20140603__ca__primary__san_diego__precinct.csv,20140603,ca,primary
20140603__ca__primary__san_francisco__precinct.csv,20140603,ca,primary
20140603__ca__primary__san_joaquin__precinct.csv,20140603,ca,primary
20140603__ca__primary__san_luis_obispo__precinct.csv,20140603,ca,primary
20140603__ca__primary__san_mateo__precinct.csv,20140603,ca,primary
20140603__ca__primary__santa_barbara__precinct.csv,20140603,ca,primary
20140603__ca__primary__santa_clara__precinct.csv,20140603,ca,primary
20140603__ca__primary__santa_cruz__precinct.csv,20140603,ca,primary
20140603__ca__primary__shasta__precinct.csv,20140603,ca,primary
20140603__ca__primary__sierra__precinct.csv,20140603,ca,primary
20140603__ca__primary__siskiyou__precinct.csv,20140603,ca,primary
20140603__ca__primary__solano__precinct.csv,20140603,ca,primary
20140603__ca__primary__sonoma__precinct.csv,20140603,ca,primary
20140603__ca__primary__stanislaus__precinct.csv,20140603,ca,primary
20140603__ca__primary__sutter__precinct.csv,20140603,ca,primary
20140603__ca__primary__tehama__precinct.csv,20140603,ca,primary
20140603__ca__primary__trinity__precinct.csv,20140603,ca,primary
20140603__ca__primary__tulare__precinct.csv,20140603,ca,primary
20140603__ca__primary__tuolumne__precinct.csv,20140603,ca,primary
20140603__ca__primary__ventura__precinct.csv,20140603,ca,primary
20140603__ca__primary__yolo__precinct.csv,20140603,ca,primary
20140603__ca__primary__yuba__precinct.csv,20140603,ca,primary
20141104__ca__general.csv,20141104,ca,general.csv
20141104__ca__general__alameda__precinct.csv,20141104,ca,general
20141104__ca__general__alpine__precinct.csv,20141104,ca,general
20141104__ca__general__amador__precinct.csv,20141104,ca,general
20141104__ca__general__butte__precinct.csv,20141104,ca,general
20141104__ca__general__calaveras__precinct.csv,20141104,ca,general
20141104__ca__general__colusa__precinct.csv,20141104,ca,general
20141104__ca__general__contra_costa__precinct.csv,20141104,ca,general
20141104__ca__general__del_norte__precinct.csv,20141104,ca,general
20141104__ca__general__el_dorado__precinct.csv,20141104,ca,general
20141104__ca__general__fresno__precinct.csv,20141104,ca,general
20141104__ca__general__glenn__precinct.csv,20141104,ca,general
20141104__ca__general__humboldt__precinct.csv,20141104,ca,general
20141104__ca__general__imperial__precinct.csv,20141104,ca,general
20141104__ca__general__inyo__precinct.csv,20141104,ca,general
20141104__ca__general__kern__precinct.csv,20141104,ca,general
20141104__ca__general__kings__precinct.csv,20141104,ca,general
20141104__ca__general__lake__precinct.csv,20141104,ca,general
20141104__ca__general__lassen__precinct.csv,20141104,ca,general
20141104__ca__general__los_angeles__precinct.csv,20141104,ca,general
20141104__ca__general__madera__precinct.csv,20141104,ca,general
20141104__ca__general__marin__precinct.csv,20141104,ca,general
20141104__ca__general__mariposa__precinct.csv,20141104,ca,general
20141104__ca__general__mendocino__precinct.csv,20141104,ca,general
20141104__ca__general__merced__precinct.csv,20141104,ca,general
20141104__ca__general__modoc__precinct.csv,20141104,ca,general
20141104__ca__general__mono__precinct.csv,20141104,ca,general
20141104__ca__general__monterey__precinct.csv,20141104,ca,general
20141104__ca__general__napa__precinct.csv,20141104,ca,general
20141104__ca__general__nevada__precinct.csv,20141104,ca,general
20141104__ca__general__orange__precinct.csv,20141104,ca,general
20141104__ca__general__placer__precinct.csv,20141104,ca,general
20141104__ca__general__plumas__precinct.csv,20141104,ca,general
20141104__ca__general__riverside__precinct.csv,20141104,ca,general
20141104__ca__general__sacramento__precinct.csv,20141104,ca,general
20141104__ca__general__san_benito__precinct.csv,20141104,ca,general
20141104__ca__general__san_bernardino__precinct.csv,20141104,ca,general
20141104__ca__general__san_diego__precinct.csv,20141104,ca,general
20141104__ca__general__san_francisco__precinct.csv,20141104,ca,general
20141104__ca__general__san_joaquin__precinct.csv,20141104,ca,general
20141104__ca__general__san_luis_obispo__precinct.csv,20141104,ca,general
20141104__ca__general__san_mateo__precinct.csv,20141104,ca,general
20141104__ca__general__santa_barbara__precinct.csv,20141104,ca,general
20141104__ca__general__santa_clara__precinct.csv,20141104,ca,general
20141104__ca__general__santa_cruz__precinct.csv,20141104,ca,general
20141104__ca__general__shasta__precinct.csv,20141104,ca,general
20141104__ca__general__sierra__precinct.csv,20141104,ca,general
20141104__ca__general__siskiyou__precinct.csv,20141104,ca,general
20141104__ca__general__solano__precinct.csv,20141104,ca,general
20141104__ca__general__sonoma__precinct.csv,20141104,ca,general
20141104__ca__general__stanislaus__precinct.csv,20141104,ca,general
20141104__ca__general__sutter__precinct.csv,20141104,ca,general
20141104__ca__general__tehama__precinct.csv,20141104,ca,general
20141104__ca__general__trinity__precinct.csv,20141104,ca,general
20141104__ca__general__tulare__precinct.csv,20141104,ca,general
20141104__ca__general__tuolumne__precinct.csv,20141104,ca,general
20141104__ca__general__ventura__precinct.csv,20141104,ca,general
20141104__ca__general__yolo__precinct.csv,20141104,ca,general
20141104__ca__general__yuba__precinct.csv,20141104,ca,general
20150317__ca__special__primary__state_senate.csv,20150317,ca,special
20150519__ca__special__general__state_senate.csv,20150519,ca,special
20160405__ca__fresno__special__primary__state_assembly.csv,20160405,ca,fresno
20160405__ca__special__primary__state_assembly.csv,20160405,ca,special
20160607__ca__primary.csv,20160607,ca,primary.csv
20160607__ca__primary__alpine__precinct.csv,20160607,ca,primary
20161108__ca__general.csv,20161108,ca,general.csv
20161108__ca__general__alameda__precinct.csv,20161108,ca,general
20161108__ca__general__alpine__precinct.csv,20161108,ca,general
20161108__ca__general__amador__precinct.csv,20161108,ca,general
20161108__ca__general__butte__precinct.csv,20161108,ca,general
20161108__ca__general__calaveras__precinct.csv,20161108,ca,general
20161108__ca__general__colusa__precinct.csv,20161108,ca,general
20161108__ca__general__contra_costa__precinct.csv,20161108,ca,general
20161108__ca__general__del_norte__precinct.csv,20161108,ca,general
20161108__ca__general__el_dorado__precinct.csv,20161108,ca,general
20161108__ca__general__fresno__precinct.csv,20161108,ca,general
20161108__ca__general__glenn__precinct.csv,20161108,ca,general
20161108__ca__general__humboldt__precinct.csv,20161108,ca,general
20161108__ca__general__imperial__precinct.csv,20161108,ca,general
20161108__ca__general__inyo__precinct.csv,20161108,ca,general
20161108__ca__general__kern__precinct.csv,20161108,ca,general
20161108__ca__general__kings__precinct.csv,20161108,ca,general
20161108__ca__general__lake__precinct.csv,20161108,ca,general
20161108__ca__general__lassen__precinct.csv,20161108,ca,general
20161108__ca__general__los_angeles__precinct.csv,20161108,ca,general
20161108__ca__general__madera__precinct.csv,20161108,ca,general
20161108__ca__general__marin__precinct.csv,20161108,ca,general
20161108__ca__general__mariposa__precinct.csv,20161108,ca,general
20161108__ca__general__mendocino__precinct.csv,20161108,ca,general
20161108__ca__general__merced__precinct.csv,20161108,ca,general
20161108__ca__general__modoc__precinct.csv,20161108,ca,general
20161108__ca__general__mono__precinct.csv,20161108,ca,general
20161108__ca__general__monterey__precinct.csv,20161108,ca,general
20161108__ca__general__napa__precinct.csv,20161108,ca,general
20161108__ca__general__nevada__precinct.csv,20161108,ca,general
20161108__ca__general__orange__precinct.csv,20161108,ca,general
20161108__ca__general__placer__precinct.csv,20161108,ca,general
20161108__ca__general__plumas__precinct.csv,20161108,ca,general
20161108__ca__general__precinct.csv,20161108,ca,general
20161108__ca__general__riverside__precinct.csv,20161108,ca,general
20161108__ca__general__sacramento__precinct.csv,20161108,ca,general
20161108__ca__general__san_benito__precinct.csv,20161108,ca,general
20161108__ca__general__san_bernardino__precinct.csv,20161108,ca,general
20161108__ca__general__san_diego__precinct.csv,20161108,ca,general
20161108__ca__general__san_francisco__precinct.csv,20161108,ca,general
20161108__ca__general__san_joaquin__precinct.csv,20161108,ca,general
20161108__ca__general__san_luis_obispo__precinct.csv,20161108,ca,general
20161108__ca__general__san_mateo__precinct.csv,20161108,ca,general
20161108__ca__general__santa_barbara__precinct.csv,20161108,ca,general
20161108__ca__general__santa_clara__precinct.csv,20161108,ca,general
20161108__ca__general__santa_cruz__precinct.csv,20161108,ca,general
20161108__ca__general__shasta__precinct.csv,20161108,ca,general
20161108__ca__general__sierra__precinct.csv,20161108,ca,general
20161108__ca__general__siskiyou__precinct.csv,20161108,ca,general
20161108__ca__general__solano__precinct.csv,20161108,ca,general
20161108__ca__general__sonoma__precinct.csv,20161108,ca,general
20161108__ca__general__stanislaus__precinct.csv,20161108,ca,general
20161108__ca__general__sutter__precinct.csv,20161108,ca,general
20161108__ca__general__tehama__precinct.csv,20161108,ca,general
20161108__ca__general__trinity__precinct.csv,20161108,ca,general
20161108__ca__general__tulare__precinct.csv,20161108,ca,general
20161108__ca__general__tuolumne__precinct.csv,20161108,ca,general
20161108__ca__general__ventura__precinct.csv,20161108,ca,general
20161108__ca__general__yolo__precinct.csv,20161108,ca,general
20161108__ca__general__yuba__precinct.csv,20161108,ca,general
20041102__dc__general.csv,20041102,dc,general.csv
20041102__dc__general__precinct.csv,20041102,dc,general
20041102__dc__general__ward.csv,20041102,dc,general
20060912__dc__primary.csv,20060912,dc,primary.csv
20060912__dc__primary__precinct.csv,20060912,dc,primary
20060912__dc__primary__ward.csv,20060912,dc,primary
20061107__dc__general.csv,20061107,dc,general.csv
20061107__dc__general__precinct.csv,20061107,dc,general
20061107__dc__general__ward.csv,20061107,dc,general
